,name,lookup_value
393,RUBUS CUNEIFOLIUS WHOLE,GYMNEMA SYLVESTRE
394,BIDENS TAQUETII WHOLE,BUPLEURUM CHINENSE
395,GLADIOLUS GARUANUS WHOLE,TRIBULUS TERRESTRIS
396,EUROPEAN BLACK ELDERBERRY WHOLE,GREWIA VILLOSA
397,TRICHERA HIRSUTA WHOLE,PSEUDARTHRIA HOOKERI
398,ROSMARINUS PROSTRATUS WHOLE,CHAMOMILE
399,GASTROCHILUS BLUMEI WHOLE,FOMITOPSIS PINICOLA
400,EUPATORIUM KIRILOWII WHOLE,MITRACARPUS HIRTUS
401,SALVIA AGRESTIS WHOLE,CERATONIA SILIQUA
402,YUCCA FILAMENTOSA [HPUS],NERIUM OLEANDER
403,RUBUS FORESTALIS WHOLE,CENTAURIUM ERYTHRAEA
404,RUBUS FRUSTRATUS WHOLE,SENNA OCCIDENTALIS
405,MEDICAGO APICULATA WHOLE,FRAXINUS ANGUSTIFOLIA
406,BIDENS LEUCANTHEMUS WHOLE,ABIES ALBA
407,MENTHA SPICATA,SESELI LIBANOTIS
408,ALITUBUS TOMENTOSUS WHOLE,ELYMUS REPENS
409,BURSA INTEGRELLA WHOLE,ERYTHRINA HERBACEA
410,GALIUM VERUM [WHO-DD],TAMARIX CHINENSIS
411,CLARY SAGE [HOC],TAMARIX CHINENSIS
412,MENTHA ERINOIDES WHOLE,GALIUM APARINE
413,SELINUM PHELLANDRIUM WHOLE,ASTRAGALUS MONSPESSULANUS
414,JUNCUS MEDULLA,GUGGUL
415,DAPHNE BUXIFOLIA WHOLE,PIPER SARMENTOSUM
416,CEDRUS LIBANOTICA WHOLE,BIXA ORELLANA
417,ESCHSCHOLZIA CALOSPERMA WHOLE,JUGLANS REGIA
418,GLADIOLUS NEBULICOLA WHOLE,DRYOBALANOPS AROMATICA
419,MEDICAGO APICULATA WHOLE,RUBUS ALLEGHENIENSIS
420,ATHAMANTA MEUM WHOLE,GLYCYRRHIZA URALENSIS
421,ASARUM LATIFOLIUM WHOLE,HYGROPHILA COSTATA
422,CERINTHE MAJOR L.,FICUS CARICA
423,ROSA AMANSII WHOLE,JUGLANS NIGRA
424,PRICKLY JUNIPER WHOLE,TRAMETES VERSICOLOR
425,SALVIA TIBERINA WHOLE,RUMEX CRISPUS
426,ALDERLEAF BUCKTHORN WHOLE,VACCINIUM MYRSINITES
427,CORNUS OFFICINALIS WHOLE,SALIX LUCIDA
428,GLECHOMA INDICA WHOLE,KARCURA
429,EUGENIA BIFLORA (L.) DC.,ANEMONE HEPATICA
430,RUMEX ELONGATUS WHOLE,SPERMACOCE VERTICILLATA
431,SOUTHERN CATTAIL WHOLE,DAPHNE LAUREOLA
432,VERBASCUM ANGUSTIUS WHOLE,REISHI
433,COMMON ST. JOHN'S WORT WHOLE,VIBURNUM OPULUS
434,COMMIPHORA ROXBURGHII WHOLE,LYCIUM BARBARUM
435,XANTHIUM AMERICANUM WHOLE,CERATONIA SILIQUA
436,AERIDES SPICATA WHOLE,PAPAVER SOMNIFERUM
437,BARTSIA SCABRA WHOLE,EUGENIA BIFLORA
438,VITEX CIENKOWSKII WHOLE,SAMBUCUS CANADENSIS
439,SALVIA BASILII WHOLE,TEUCRIUM CHAMAEDRYS
440,KADSURA JAPONICA (L.) DUNAL,RICINUS COMMUNIS
441,FERULA SINKIANGENSIS [WHO-DD],ACHILLEA MILLEFOLIUM
442,CURCUMA MALABARICA WHOLE,GLYCYRRHIZA GLABRA
443,BAUHINIA LONGIFOLIA WHOLE,ERUCA VESICARIA
444,CICHORIUM GLABRATUM WHOLE,SALIX BABYLONICA
445,ARDISIA KUSUKUSENSIS WHOLE,SCHOENOPLECTUS TABERNAEMONTANI
446,BAUHINIA AMERICANA WHOLE,CINNAMOMUM BURMANNI
447,NEMEXIA TAMNIFOLIA WHOLE,MAGNOLIA GRANDIFLORA
448,SWORD FERN WHOLE,CAPSELLA BURSA-PASTORIS
449,CASPARIA OAXACANA WHOLE,FOMES FOMENTARIUS
450,AMPELOPSIS LATIFOLIA WHOLE,CAPSELLA BURSA-PASTORIS
451,PAROTA WHOLE,LONICERA PERICLYMENUM
452,ORIGANUM MAJORANA L.,EICHHORNIA CRASSIPES
453,ALBIZIA CORIARIA WHOLE,BUPLEURUM CHINENSE
454,MITRACARPUS VERTICILLATUS WHOLE,MENTHA PULEGIUM
455,XANTHIUM VARIANS WHOLE,SALIX TRIANDRA
456,GLADIOLUS PLATYPHYLLUS WHOLE,ASTRAGALUS PROPINQUUS
457,ERECHTITES HIERACIFOLIA WHOLE,BERBERIS VULGARIS
458,HOODWORT WHOLE,SMILAX GLAUCA
459,CAPSELLA BREMENSIS WHOLE,PANAX GINSENG
460,FRAGRANT CUDWEED,JUNIPERUS VIRGINIANA
461,COMMELINA CANESCENS WHOLE,DAPHNE OLEOIDES
462,ANONYMOS TINCOTRIA WHOLE,NIPHIDIUM CRASSIFOLIUM
463,TEASEL WHOLE,RUBUS TRIVIALIS
464,VITIS FARINOSA WHOLE,ASCLEPIAS STELLIFERA
465,PISTIA COMMUTATE WHOLE,DRYOBALANOPS AROMATICA
466,RICINUS NANUS WHOLE,TRIFOLIUM REPENS
467,SAROTHRA CUNEIFOLIA WHOLE,CENTAURIUM PULCHELLUM
468,CAPSELLA CUNEIFORMIS WHOLE,SMILAX GLABRA
469,POLYGONUM HYDROPIPEROIDES WHOLE,ARTEMISIA HERBA-ALBA
470,RUBUS BESSEYI WHOLE,CRATAEGUS MONOGYNA
471,CELTIS SMALLII WHOLE,CITRUS SINENSIS
472,ERECHTITES AGRESTIS WHOLE,ROSA CANINA
473,ERYTHRAEA LATIFOLIA WHOLE,SALVIA ROSMARINUS
474,MIKANIA GABRIELI WHOLE,FICUS SUR
475,ROU GUI,TANACETUM PARTHENIUM
476,THAPSIA GARGANICA WHOLE,DIANTHUS CARTHUSIANORUM
477,AMORPHA DEWINKELERI WHOLE,ANETHUM GRAVEOLENS
478,KADSURA JAPONICA (L.) DUNAL,ABIES ALBA
479,VERONICA HIRSUTISSIMA WHOLE,DICHORISANDRA HEXANDRA
480,TETRANTHERA ALBIDA WHOLE,ARCTIUM LAPPA
481,PINK ROCK-ROSE WHOLE,SCHOENOPLECTUS TABERNAEMONTANI
482,MYRTUS COMMUNIS L.,SALVIA MICROPHYLLA
483,ONE-FLOWERED WINTERGREEN WHOLE,WISTERIA SINENSIS
484,CAESALPINIA REGIA WHOLE,PISTIA STRATIOTES
485,CAPSELLA FURCATA WHOLE,SOLANUM ANGUIVI
486,MAQUI WHOLE,ENDOTROPIS ALNIFOLIA
487,POINCIANA REGIA WHOLE,ECBALLIUM ELATERIUM
488,MESPILUS LAEVIGATA WHOLE,MIMOSA PUDICA
489,GUGGULU WHOLE,RUBUS URSINUS
490,BALINOTELLA LIBANOTIS WHOLE,DRYOBALANOPS AROMATICA
491,MIKANIA HIRSUTISSIMA WHOLE,SCOLYMUS HISPANICUS
492,LEVISTICUM OFFICINALE [WHO-DD],LILIUM CANDIDUM
493,MASTIC TREE WHOLE,ZANTHOXYLUM SIMULANS
494,GLADIOLUS BUETTNERI WHOLE,AFROHYBANTHUS ENNEASPERMUS
495,EMILIA JAVANICA WHOLE,CEDRUS LIBANI
496,BACTRIS MAJOR WHOLE,DIPLOTAXIS TENUIFOLIA
497,COMBRETUM NYIKAE WHOLE,NEUROLAENA LOBATA
498,AFRAMOMUM MELEGUETA [WHO-DD],EQUISETUM ARVENSE
499,ECBALLIUM ELATERIUM (L.) A.RICH.,PELTANDRA VIRGINICA
500,DONAX SATIVUS WHOLE,MELIA AZEDARACH
501,DIGITARIA INSULARIS (L.) MEZ EX EKMAN,DELPHINIUM GRANDIFLORUM
502,MAERUA ARABICA WHOLE,MEUM ATHAMANTICUM
503,JUGLANS COMPRESSA WHOLE,CAULOPHYLLUM THALICTROIDES
504,ARISTOTELIA CHILENSIS [WHO-DD],RUBUS FLAGELLARIS
505,RANUNCULUS TRACHYTICUS WHOLE,ASARUM CANADENSE
506,BRASSICA MUSIFOLIA WHOLE,CENTAUREA BENEDICTA
507,PYRUS SALVIIFOLIA WHOLE,AESCULUS HIPPOCASTANUM
508,NARROWLEAF VETCH WHOLE,SESELI LIBANOTIS
509,URENA MAURITIANA WHOLE,MACLURA TINCTORIA
510,DRAGON'S-BLOOD-TREE WHOLE,PLECTRANTHUS AMBOINICUS
511,GLYCINE HISPIDA WHOLE,FOMES FOMENTARIUS
512,BLUMEA BODINIERI WHOLE,ROBINIA PSEUDOACACIA
513,CUPHEA DIVARICATA WHOLE,RUBUS URSINUS
514,AZADIRACHTA INDICA A. JUSS.,ANCHUSA OFFICINALIS
515,EUCLEA BILOCULARIS WHOLE,DAUCUS CAROTA
516,AMORPHA GAERTNERI WHOLE,ILEX OPACA
517,ACHILLEA SUBHIRSUTA WHOLE,NUPHAR LUTEA
518,SAUSSUREA INVOLUCRATA [WHO-DD],BALLOTA NIGRA
519,EQUISETUM SAXICOLA WHOLE,ANCHUSA OFFICINALIS
520,CHIRONIA CENTAURIUM WHOLE,CYPERUS ROTUNDUS
521,SENNA OCCIDENTALIS [WHO-DD],MACLURA TINCTORIA
522,VERONICA CHAMAEDRYS WHOLE,SALVIA VERBENACA
523,SELINUM CUMINUM WHOLE,MIKANIA BANISTERIAE
524,SMILAX AURICULATA WHOLE,SALVIA TOMENTOSA
525,OLEA EUROPAEA WHOLE,MELILOTUS ALBUS
526,PULEGIUM VULGARE WHOLE,CASTANEA PUMILA
527,NEUROLAENA LOBATA (L.) R.BR. EX CASS.,OCIMUM TENUIFLORUM
528,ARISTOLOCHIA EURYSTOMA WHOLE,CYMBOPOGON SCHOENANTHUS
529,SCLAREA TUBEROSA WHOLE,CIRSIUM ERIOPHORUM
530,CARDAMINE NASTURTIUM-AQUATICUM WHOLE,ANDROPOGON GLOMERATUS
531,ORIGANUM ODORUM WHOLE,ESCHSCHOLZIA CALIFORNICA
532,ILEX CUMULICOLA WHOLE,DIPSACUS FULLONUM
533,CONYZA PROLIFERA WHOLE,SPARTIUM JUNCEUM
534,CARDARIA DRABA WHOLE,RAPHANUS RAPHANISTRUM
535,SOLANUM ALBIFLORUM WHOLE,SILYBUM MARIANUM
536,TILIA PALMERI WHOLE,CYANTHILLIUM CINEREUM
537,TURNERA DIFFUSA VAR DIFFUSA WHOLE,PAPAVER RHOEAS
538,BAUHINIA GOLDMANII WHOLE,FICUS SAUSSUREANA
539,GALIUM INTERMEDIUM WHOLE,CAPSELLA BURSA-PASTORIS
540,RUBUS BRACTEALIS WHOLE,ROSA CANINA
541,FIG [HOC],ALOCASIA MACRORRHIZOS
542,ARUNDO BAMBUSIFOLIA WHOLE,GLADIOLUS DALENII
543,SPERMACOCE HYSSOPIFOLIA WHOLE,QUERCUS ILEX
544,SILENE MACROCARPA WHOLE,SESELI LIBANOTIS
545,CONYZA LOBATA WHOLE,EMILIA SONCHIFOLIA
546,AMORPHA HUMILIS WHOLE,CASTANEA DENTATA
547,ACHILLEA NOBILIS L.,DICHORISANDRA HEXANDRA
548,CEPHALANTHUS BERLANDIERI WHOLE,PILOBLEPHIS RIGIDA
549,EASTERN PURPLE CONEFLOWER WHOLE,QUERCUS MARILANDICA
550,WATER BETONY WHOLE,PONTEDERIA CORDATA
551,CHIROCALYX TOMENTOSUS WHOLE,AGELAEA PENTAGYNA
552,PTEROCYPSELA INDICA WHOLE,LEPIDIUM DRABA
553,HYBANTHUS LINIFOLIUS WHOLE,FRAXINUS AMERICANA
554,SAPOSHNIKOVIA SESELOIDES WHOLE,TANACETUM VULGARE
555,DILATRIS CAROLINIANA WHOLE,NEPETA CATARIA
556,ATHAMANTA RIVINIANA WHOLE,SERENOA REPENS
557,HAMAMELIS DIOICA WHOLE,ALBATRELLUS CONFLUENS
558,ORCHIS ANGUSTIFOLIA WHOLE,QUERCUS FALCATA
559,TIRUCALIA ANTISYPHILITICA WHOLE,CITRUS AURANTIUM
560,CAPSELLA TIBELENSIS WHOLE,CAULOPHYLLUM THALICTROIDES
561,IRIS CONVOLUTA WHOLE,DRYOBALANOPS AROMATICA
562,MELISSA OFFICINALIS,DIANTHUS CARTHUSIANORUM
563,URENA HAENKEANA WHOLE,PRUNELLA VULGARIS
564,SMYRNIUM OLUSATRUM WHOLE,CORYLUS AVELLANA
565,COOJONG WHOLE,THUNBERGIA LAURIFOLIA
566,MENTHA EXIGUA WHOLE,CITRUS AURANTIUM
567,BURSA ANGLICA WHOLE,ANCHUSA OFFICINALIS
568,SPANISH NEEDLES WHOLE,VACCINIUM PALLIDUM
569,VITIS DENSIFLORA WHOLE,VERBASCUM THAPSUS
570,MANDRAGORA OFFICINARUM L.,MAGNOLIA OFFICINALIS
571,ESCHSCHOLZIA XYLORRHIZA WHOLE,DIANTHUS CARTHUSIANORUM
572,LIBANOTIS CRITHMOIDES WHOLE,ARUNDO DONAX
573,CARUM VULGARE WHOLE,SALIX BABYLONICA
574,COMMELINA PYRRHOBLEPHARIS WHOLE,THUNBERGIA LAURIFOLIA
575,UME WHOLE,SENNA ALEXANDRINA
576,PISTIA NATALENSIS WHOLE,FILIPENDULA ULMARIA
577,CANOE CEDAR WHOLE,INONOTUS OBLIQUUS
578,LOW RAGWEED,TRIFOLIUM PRATENSE
579,BAUHINIA SCHLECHTENDALIANA WHOLE,ESCHSCHOLZIA CALIFORNICA
580,APIUM ROMANUM WHOLE,FRAXINUS QUADRANGULATA
581,COMMON TURMERIC WHOLE,TAMARIX CHINENSIS
582,RUBUS CHRYSOCARPUS WHOLE,ULMUS MINOR
583,HONEY-CLOVER WHOLE,ULMUS MINOR
584,TILLANDSIA TRICHOIDES WHOLE,ARTEMISIA ABSINTHIUM
585,COOJONG WHOLE,LIMNOPHYTON OBTUSIFOLIUM
586,WILD SICHUAN PEPPER WHOLE,MARRUBIUM VULGARE
587,CITRUS X IWAIKAN WHOLE,DIPLOTAXIS ERUCOIDES
588,DIODIA VILLOSA WHOLE,PARTHENOCISSUS QUINQUEFOLIA
589,APIUM GRAVEOLENS WHOLE,SISYMBRIUM OFFICINALE
590,URTICA SUBINERMIS WHOLE,PERSICARIA MACULOSA
591,ASCLEPIAS INCARNATA WHOLE,AFRAMOMUM ANGUSTIFOLIUM
592,CILANTRO (LEAF) [HOC],ROBINIA PSEUDOACACIA
593,MAGNOLIA MICROPHYLLA WHOLE,MEDICAGO POLYMORPHA
594,ZI DIAN ZHANG LIE LAN WHOLE,NEPHROLEPIS CORDIFOLIA
595,HAMAMELIS CORYLIFOLIA WHOLE,GLADIOLUS DALENII
596,TEUCRIUM CHAMAEDRYOIDES WHOLE,DRIMA MARITIMA
597,DAISY FLEABANE WHOLE,CORIANDRUM SATIVUM
598,YELLOW GENTIAN WHOLE,BLACK PEPPER
599,SCUTIGER CONFLUENS WHOLE,QUERCUS GAMBELII
600,TUNICA CARTHUSIANORUM WHOLE,PTERIDIUM AQUILINUM
601,SWEETGUM WHOLE,POGOSTEMON CABLIN
602,AGELAEA LONGICALYCULATA WHOLE,ALOCASIA MACRORRHIZOS
603,RANUNCULUS SUBTILIS WHOLE,GINKGO BILOBA
604,SCENTED MAYWEED WHOLE,RUBUS FLAGELLARIS
605,JAPANESE PLUM WHOLE,CARCHARHINUS LEUCAS
606,SHATAMULL WHOLE,ANEMONE HEPATICA
607,FAUCIBARBA OFFICINALIS WHOLE,ACHILLEA MILLEFOLIUM
608,APONOGETON INVOLUCRATUS WHOLE,CROTALARIA JUNCEA
609,GENTIANA REYESII WHOLE,ERICA MULTIFLORA
610,BRASSICA JUNCEA SUBSP. JUNCEA WHOLE,SONCHUS OLERACEUS
611,COMMON JUNIPER WHOLE,GENTIANA PNEUMONANTHE
612,WHITE HEDGE WHOLE,BEET ROOT
613,LAURUS ALBIDA WHOLE,VERBASCUM SINUATUM
614,TECOMA EXIMIA WHOLE,CROTALARIA JUNCEA
615,COMMON FOUR-O'CLOCK WHOLE,SENNA ITALICA
616,DAPHNE CANTABRICA WHOLE,ERIODICTYON CALIFORNICUM
617,CRUCIFERA CAPSELLA WHOLE,MARRUBIUM VULGARE
618,ACHILLEA NOBILIS,LIMNOPHYTON OBTUSIFOLIUM
619,ABIES TENUIRIFOLIA WHOLE,QUERCUS CERRIS
620,SONCHUS MACROTUS WHOLE,ESCHSCHOLZIA CALIFORNICA
621,HELICHRYSUM GYMNOCEPHALUM [WHO-DD],SOLANUM NIGRUM
622,SOUR DOCK WHOLE,CENTAURIUM ERYTHRAEA
623,RUBUS MUNDTII WHOLE,ARISTOLOCHIA RUGOSA
624,ALTHAEA AEGYPTICA WHOLE,TILIA AMERICANA
625,CROTON DRACONOIDES WHOLE,THUJA PLICATA
626,SALVIA CLANDESTINA WHOLE,GALIUM APARINE
627,GALLITRICHUM DICHROANTHUM WHOLE,CINNAMOMUM CAMPHORA
628,CYCLAMEN CYCLAMINUS WHOLE,MARKHAMIA LUTEA
629,ABIES DRUMMONDII WHOLE,QUERCUS NIGRA
630,SMOOTH CROTALARIA WHOLE,QUERCUS ILEX
631,INDIGOFERA HIRSUTA L.,PTERIDIUM AQUILINUM
632,IRIS SHREVEI WHOLE,CAPSELLA BURSA-PASTORIS
633,SCUTIGER WHITEAE WHOLE,CENTROSEMA VIRGINIANUM
634,MYRTUS LANCEA WHOLE,ERECHTITES HIERACIFOLIUS
635,ARTEMISIA WADEI WHOLE,CORYLUS AMERICANA
636,ALTHAEA MAURITIANA WHOLE,PAPAVER RHOEAS
637,PERSICARIA PUNCTATA (ELLIOTT) SMALL,AMORPHA FRUTICOSA
638,THYMUS PRAECOX WHOLE,GALIUM APARINE
639,ASIAN GINSENG [HOC],SOLANUM ANGUIVI
640,ESCHSCHOLZIA MARCIDA WHOLE,PSEUDOGNAPHALIUM VISCOSUM
641,PEACH [HOC],CICHORIUM INTYBUS
642,CITRUS X TOSA-ASAHI WHOLE,BIDENS PILOSA
643,AMORPHA BUSHII WHOLE,PALIURUS SPINA-CHRISTI
644,TRIGONELLA CORNICULATA WHOLE,CINNAMOMUM CAMPHORA
645,SOLANUM OLERACEUM WHOLE,SALVIA VERBENACA
646,ERYTHRAEA EMARGINATA WHOLE,RAPHANUS RAPHANISTRUM
647,SANN HEMP [HOC],MERTESIA VIRGINICA
648,SOJA HISPIDA WHOLE,CENTAURIUM PULCHELLUM
649,CULINARY SAGE WHOLE,PISTIA STRATIOTES
650,SEDUM TELEPHIUM L.,SIDA SPINOSA
651,MAGNOLIA OFFICINALIS [WHO-DD],CAPSELLA BURSA-PASTORIS
652,EXPLODING CUCUMBER WHOLE,DELONIX REGIA
653,LOW-BUSH BLUEBERRY WHOLE,BAUHINIA DIVARICATA
654,CENTRANTHUS RUBER WHOLE,CYANTHILLIUM CINEREUM
655,FIVELEAVED IVY WHOLE,EICHHORNIA CRASSIPES
656,SALVIA ROMANA WHOLE,GALEGA OFFICINALIS
657,SALVIA OFFICINALIS SUBSP. OFFICINALIS WHOLE,PTERIDIUM AQUILINUM
658,INDIAN BARBERRY WHOLE,ASCLEPIAS INCARNATA
659,ASHWAGANDA,SALIX BABYLONICA
660,CLIVERS WHOLE,MIKANIA BANISTERIAE
661,MIRABILIS LINDHEIMERI WHOLE,PISTACIA LENTISCUS
662,BAUHINIA RACEMIFERA WHOLE,LUDWIGIA PEPLOIDES
663,TANSY WHOLE,GLADIOLUS DALENII
664,FICUS SAUSSUREANA WHOLE,FRANGULA ALNUS
665,EUPATORIUM JAPONICUM THUNB.,ASPARAGUS RACEMOSUS
666,SOUTHERN HAMMERHEAD SHARK WHOLE,CALLUNA VULGARIS
667,JUSSIAEA BERTEROANA WHOLE,CICHORIUM INTYBUS
668,SLENDER NETTLE WHOLE,SOLANUM LINNAEANUM
669,JALELO WHOLE,CITRUS AURANTIUM
670,GALLIARIA SPINOSA WHOLE,SALIX NIGRA
671,AESCHYNOMENE PICTA WHOLE,OLEA EUROPAEA
672,RUELLIA JUSTICIIFLORA WHOLE,ZALUZIANSKYA CAPENSIS
673,DIOSPYROS CALYCINA WHOLE,ECHINACEA
674,CERINTHODES VIRGINICUM WHOLE,EQUISETUM HYEMALE
675,PELORIA LINARIA WHOLE,RICINUS COMMUNIS
676,ABIES ABIES WHOLE,NOTOPTERYGIUM INCISUM
677,SVARNAPATRI WHOLE,SOLANUM CAROLINENSE
678,ANTELAEA AZADIRACHTA (L.) ADELB.,AFRAMOMUM ANGUSTIFOLIUM
679,AGRIMONIA CANESCENS WHOLE,SMILAX PSEUDOCHINA
680,CAPSELLA BURSA-PASTORIS WHOLE,NEUROLAENA LOBATA
681,CAMOMILLA PATENS WHOLE,THYMBRA CAPITATA
682,VIBURNUM LOBATUM WHOLE,MELIA AZEDARACH
683,CAPSELLA BELGICA WHOLE,RANUNCULUS ACRIS
684,CYANTHILLIUM CINEREUM (L.) H. ROB.,ULMUS RUBRA
685,ERIOGONUM ALATUM WHOLE,SOLANUM ANGUIVI
686,VERBASCUM BICOLLE WHOLE,DIGITARIA INSULARIS
687,EUPATORIUM JAPONICUM WHOLE,HYGROPHILA COSTATA
688,CASSIDA LATERIFLORA WHOLE,PSEUDOTSUGA MENZIESII
689,BRASSICA OLERACEA VAR. SYLVESTRIS WHOLE,ULMUS AMERICANA
690,LEMON BALM [VANDF],ARDISIA CRENATA
691,PAVIA OCTANDRIA WHOLE,PRUNELLA VULGARIS
692,CASSIA SENNA WHOLE,MAESA LANCEOLATA
693,JUNIPER WHOLE,HYSSOPUS OFFICINALIS
694,TEUCRIUM BOTRYS L.,COLLOMIA LINEARIS
695,SPIRAEA ULMARIA L.,COMMELINA BENGHALENSIS
696,ANTHYLLIS TOURNEFORTII WHOLE,SCHINUS TEREBINTHIFOLIA
697,RABBITTOBACCO WHOLE,FICUS CARICA
698,SOLANUM INOPS WHOLE,ULMUS MINOR
699,ANTHOLYZA SCHLECHTERI WHOLE,CITRUS AURANTIUM
700,AMORPHA LUDWIGII WHOLE,CENTAURIUM ERYTHRAEA
701,STORKSBILL WHOLE,SASSAFRAS ALBIDUM
702,FLAMBOYANT TREE WHOLE,CIRSIUM ERIOPHORUM
703,TILIA TENERA WHOLE,ACANTHUS MOLLIS
704,CORDYCEPS MILITARIS,PISTIA STRATIOTES
705,CAPSELLA BREVISILIQUA WHOLE,LONICERA PERICLYMENUM
706,RAPHANUS ERUCA WHOLE,BRASSICA RAPA
707,URTICA RADICANS WHOLE,GUGGUL
708,PNEUMONANTHE MINOR WHOLE,ERIGERON FLORIBUNDUS
709,LYCIUM (LYCIUM BARBARUM) [HOC],ALLIUM PORRUM
710,MORINDA TINCTORIA WHOLE,PSEUDOGNAPHALIUM STRAMINEUM
711,CASSIA JAHNII WHOLE,ZALUZIANSKYA CAPENSIS
712,ACHILLEA SETACEA WHOLE,PTERIDIUM AQUILINUM
713,VERBASCUM CANESCENS WHOLE,ILEX PARAGUARIENSIS
714,PARIETARIA DIFFUSA WHOLE,SONCHUS OLERACEUS
715,MYRTUS PALLENS WHOLE,SAUSSUREA INVOLUCRATA
716,PARIETARIA JUDAICA,COMBRETUM MOLLE
717,FLANNEL PLANT WHOLE,CNIDOSCOLUS URENS
718,NEPETA RUDERALIS WHOLE,DITRYSINIA FRUTICOSA
719,SOLANUM NGUELENSE WHOLE,SALVIA PRATENSIS
720,VERBASCUM ROTUNDATUM WHOLE,AMORPHA FRUTICOSA
721,CALYCOMELIA PISTACIIFOLIA WHOLE,CLINACANTHUS NUTANS
722,DICHORISANDRA INAEQUALIS WHOLE,RHEUM AUSTRALE
723,SOLANUM MORELLA WHOLE,CLARKIA PURPUREA
724,ORCHIS DIVARICATA WHOLE,DIPSACUS FULLONUM
725,BRAMIA MONNIERI WHOLE,THUNBERGIA LAURIFOLIA
726,CESTRACION OCEANICA WHOLE,DITRYSINIA FRUTICOSA
727,INDIGOFERA HIRSUTA WHOLE,SCUTELLARIA LATERIFLORA
728,CURCUMA TINCTORIA WHOLE,NASTURTIUM OFFICINALE
729,ABIES DENTICULATA WHOLE,LEVISTICUM OFFICINALE
730,E20LO45A8G,BACOPA MONNIERI
731,CITRULLUS LANATUS WHOLE,LEPIDIUM DRABA
732,QUERCUS VIRGINIANA WHOLE,CITRULLUS ECIRRHOSUS
733,CLINACANTHUS BURMANNI WHOLE,ESCHSCHOLZIA CALIFORNICA
734,CASSIA ALEXANDRINA WHOLE,CLINOPODIUM BOLIVIANUM
735,CINNAMOMUM CAMPHORA WHOLE,VERBASCUM THAPSUS
736,LONICERA GERMANICA WHOLE,ACHILLEA AGERATUM
737,ARALIA OCCIDENTALIS WHOLE,MORINDA CITRIFOLIA
738,SOLANUM AMARANTOIDES WHOLE,SABAL MINOR
739,GLADIOLUS ANTHOLYZOIDES WHOLE,ALLIUM PORRUM
740,BUCKTHORN WHOLE,HYGROPHILA COSTATA
741,TAMARIX ELEGANS WHOLE,CRATAEGUS MONOGYNA
742,SOLANUM INDECORUM WHOLE,POLIOMINTHA INCANA
743,LAPPA MAJOR WHOLE,BIDENS BIPINNATA
744,MACLURA SUBINTEGERRIMA WHOLE,AGELAEA PENTAGYNA
745,SCOLYMUS VIVAX WHOLE,SMILAX GLABRA
746,CEP WHOLE,ARUNDO DONAX
747,CAPSELLA HEEGERI WHOLE,ESCHSCHOLZIA CALIFORNICA
748,RICINUS UNDULATUS WHOLE,CLINOPODIUM NEPETA
749,PIKU WHOLE,CERINTHE MAJOR
750,SOLANUM KENIENSE WHOLE,PARTHENOCISSUS QUINQUEFOLIA
751,HALOXYLON PACHYCLADUM WHOLE,SMILAX PSEUDOCHINA
752,ASPARAGUS LUJAE WHOLE,SCOLYMUS HISPANICUS
753,ROBINIA PSEUDOACACIA [WHO-DD],ERYTHRINA ABYSSINICA
754,LYCHNIS MACROCARPA WHOLE,CAPSELLA BURSA-PASTORIS
755,QUERCUS MIXTA WHOLE,MENTHA PULEGIUM
756,TILIA HYPOLEUCA WHOLE,ASCLEPIAS INCARNATA
757,ORANGE [HOC],ECHINACEA ANGUSTIFOLIA
758,CAPRIFICUS PEDUNCULATA WHOLE,MENTHA SPICATA
759,GENTIANA MAJOR WHOLE,VERONICA CHAMAEDRYS
760,KALANCHOE CRENATA WHOLE,HYLOTELEPHIUM TELEPHIUM
761,CURCUMA LONGA,SPHYRNA LEWINI
762,MALVA TOMENTELLA WHOLE,PETROSELINUM CRISPUM
763,CACALIA VIALIS WHOLE,SPARTIUM JUNCEUM
764,CURCAS ADANSONII WHOLE,PYROSTEGIA VENUSTA
765,ASCLEPIAS PERENNIS WALTER,LONICERA PERICLYMENUM
766,TRUE CHAMOMILE,ALOCASIA MACRORRHIZOS
767,PONTEDERIA CORDATA L.,ULMUS MINOR
768,IONIDIUM BANKSIANUM WHOLE,AMARANTHUS SPINOSUS
769,CRATAEGUS CORIACEA WHOLE,SILENE LATIFOLIA
770,POGOSTEMON TOMENTOSUS WHOLE,LICORICE
771,PAUSINYSTALIA JOHIMBE,SIDA SPINOSA
772,DIANTHUS CHLOAEPHYLLUS WHOLE,FERULA COMMUNIS
773,HOLOCHLOA GLABRA WHOLE,SAMBUCUS CANADENSIS
774,BLUMEA SUBCAPITATA WHOLE,ACACIA SALIGNA
775,PICEA MARIANA WHOLE,SESELI LIBANOTIS
776,JUGLANS REGIA L.,CAPSELLA BURSA-PASTORIS
777,CURCUMA BROG WHOLE,BIDENS PILOSA
778,LEPIDIUM MEYENII,NEPETA CATARIA
779,JUNIPER [HOC],QUERCUS ILEX
780,BRASSICA MIZUNA WHOLE,SYMPHYTUM OFFICINALE
781,ACACIA HEMU WHOLE,SALVIA OFFICINALIS
782,ASTERIAS HYBRIDA WHOLE,CITRUS AURANTIUM
783,SOUTHERN YELLOW PINE WHOLE,RHUS COPALLINUM
784,ACHILLEA CRISTATA WHOLE,ACHILLEA AGERATUM
