FAERS_drug_match,lookup_value,indi_pt
FLAX OIL [LINUM USITATISSIMUM SEED OIL],Flax seed,Product used for unknown indication
FLAX OIL (OMEGA 3),Flax seed,Cardiac disorder
FLAX OIL (ORGANIC),Flax seed,
FLAX OILS CAPSULE,Flax seed,
FLAX OIL SEED,Flax seed,Blood cholesterol
FLAX ORAL OIL,Flax seed,
FLAX PILL,Flax seed,Drug use for unknown indication
FLAXSED OIL,Flax seed,
FLAXSEED,Flax seed,Medical diet
FLAXSEED,Flax seed,Cardiovascular event prophylaxis
FLAXSEED,Flax seed,Product used for unknown indication
FLAXSEED,Flax seed,Malaise
FLAXSEED,Flax seed,Cardiac disorder
FLAXSEED,Flax seed,Routine health maintenance
FLAXSEED,Flax seed,Arteriosclerosis
FLAXSEED,Flax seed,Prophylaxis
FLAXSEED,Flax seed,Blood cholesterol
FLAXSEED,Flax seed,Affective disorder
FLAXSEED,Flax seed,Dry eye
FLAXSEED,Flax seed,Hair texture abnormal
FLAXSEED,Flax seed,Migraine
FLAXSEED,Flax seed,Supplementation therapy
FLAXSEED,Flax seed,Eye disorder
FLAXSEED,Flax seed,Nutritional supplementation
FLAXSEED,Flax seed,Arthropathy
FLAXSEED,Flax seed,Abnormal faeces
FLAXSEED,Flax seed,Ill-defined disorder
FLAXSEED,Flax seed,Blood cholesterol increased
FLAXSEED,Flax seed,Vitamin supplementation
FLAXSEED,Flax seed,Injury corneal
FLAXSEED,Flax seed,Pain
FLAXSEED,Flax seed,Irritable bowel syndrome
FLAXSEED,Flax seed,Menopause
FLAXSEED,Flax seed,Blood cholesterol abnormal
FLAXSEED,Flax seed,Coeliac disease
FLAXSEED,Flax seed,Constipation
FLAXSEED,Flax seed,General physical condition
FLAXSEED,Flax seed,Headache
FLAXSEED,Flax seed,General physical health deterioration
FLAXSEED,Flax seed,Hypersensitivity
FLAXSEED,Flax seed,Blood triglycerides increased
FLAXSEED,Flax seed,Bipolar disorder
FLAXSEED,Flax seed,Inflammation
FLAXSEED,Flax seed,Unevaluable event
FLAXSEED,Flax seed,Arthritis
FLAXSEED,Flax seed,Osteoporosis
FLAXSEED,Flax seed,Myocardial infarction
FLAXSEED,Flax seed,Therapeutic skin care topical
FLAXSEED,Flax seed,Hyperthyroidism
FLAXSEED,Flax seed,Skin disorder
FLAXSEED,Flax seed,Gastrointestinal disorder
FLAXSEED,Flax seed,Hyperlipidaemia
FLAXSEED,Flax seed,Seizure
FLAXSEED,Flax seed,Angiopathy
FLAXSEED,Flax seed,Hot flush
FLAXSEED,Flax seed,Intraocular pressure increased
FLAXSEED,Flax seed,Rheumatoid arthritis
FLAXSEED,Flax seed,Cardiovascular disorder
FLAXSEED,Flax seed,Depression
FLAXSEED,Flax seed,Neoplasm prophylaxis
FLAXSEED,Flax seed,Systemic lupus erythematosus
FLAXSEED,Flax seed,Diabetes mellitus
FLAXSEED,Flax seed,Mineral supplementation
FLAXSEED,Flax seed,Fatty acid deficiency
FLAXSEED,Flax seed,Hepatic steatosis
FLAXSEED,Flax seed,Dry mouth
FLAXSEED,Flax seed,Sjogren's syndrome
FLAXSEED,Flax seed,Macular degeneration
FLAXSEED,Flax seed,Bone disorder
FLAXSEED,Flax seed,Arthralgia
FLAXSEED,Flax seed,Hypertension
FLAXSEED,Flax seed,Blood pressure measurement
FLAXSEED,Flax seed,Diabetes prophylaxis
FLAXSEED,Flax seed,Diverticulitis
FLAXSEED,Flax seed,Energy increased
FLAXSEED,Flax seed,Probiotic therapy
FLAXSEED,Flax seed,Drug use for unknown indication
FLAXSEED,Flax seed,Coronary artery disease
FLAXSEED,Flax seed,Psoriasis
^FLAX SEED^,Flax seed,
FLAX  SEED,Flax seed,
FLAXSEED 1000 MG CAPSULE,Flax seed,
FLAX SEED 3000,Flax seed,
FLAX SEED CAP,Flax seed,
FLAXSEED CAP,Flax seed,
FLAX SEED CAP 1000MG,Flax seed,
FLAX SEED CAPSULE,Flax seed,Arthritis
FLAX SEED CAPSULE,Flax seed,Product used for unknown indication
FLAXSEED CAPSULE,Flax seed,Product used for unknown indication
FLAX SEED CAPSULES,Flax seed,Blood cholesterol abnormal
FLAXSEED CAPSULES,Flax seed,
FLAXSEED (FLAXSEED),Flax seed,
FLAX SEED (FLAX SEED) (FLAX SEED),Flax seed,
FLAX SEED FLOUR,Flax seed,
FLAX SEED GEL CAP,Flax seed,Supplementation therapy
FLAXSEED GRANULES,Flax seed,
FLAXSEED GROUND,Flax seed,
FLAX SEED GROUNDED UP,Flax seed,Hypercholesterolaemia
FLAX SEED GROUND UP ON OATMEAL,Flax seed,
FLAX SEED/HERBAL NOS/PSYLLIUM,Flax seed,
FLAXSEED (LINIUM USITATISSIMUM SEED OIL),Flax seed,
FLAXSEED (LINSEED),Flax seed,
"FLAXSEED, LINSEED",Flax seed,
FLAXSEED(LINSEED),Flax seed,
"FLAXSEED, LINSEED (GROUND FLAX SEEDS)",Flax seed,
FLAX SEED (LINSEED OIL) (CAPSULES),Flax seed,
FLAXSEED (LINSEED OIL) (CAPSULES),Flax seed,
FLAXSEED (LINSEED OIL) (UNKNOWN),Flax seed,
FLAXSEED (LINUM USIATISSIMUM SEED OIL),Flax seed,
FLAXSEED (LINUM USITATISSIMUM),Flax seed,
FLAXSEED (LINUM USITATISSIMUM SEED),Flax seed,
FLAXSEED (LINUM USITATISSIMUM SEED) (LINUM USITATISSIMUM SEED),Flax seed,
FLAX SEED (LINUM USITATISSIMUM SEED OIL),Flax seed,
FLAXSEED (LINUM USITATISSIMUM SEED OIL),Flax seed,
FLAX SEED (LINUM USITATISSIMUM SEED OIL) (UNKNOWN)?,Flax seed,
FLAX SEED MEAL,Flax seed,
FLAXSEED MEAL,Flax seed,Product used for unknown indication
FLAX SEED (NON-ABBOTT),Flax seed,Product used for unknown indication
FLAX SEED (NON-ABBVIE),Flax seed,
FLAX SEED OI,Flax seed,
FLAX SEED OID,Flax seed,
FLAX-SEED OIL,Flax seed,
"FLAXSEED OIL,",Flax seed,
FLAXSEED OIL,Flax seed,Macular degeneration
FLAXSEED OIL,Flax seed,Product used for unknown indication
FLAXSEED OIL,Flax seed,Blood cholesterol increased
FLAXSEED OIL,Flax seed,Supplementation therapy
FLAXSEED OIL,Flax seed,Arthralgia
FLAXSEED OIL,Flax seed,Nutritional supplementation
FLAXSEED OIL,Flax seed,Prophylaxis
FLAXSEED OIL,Flax seed,Medical diet
FLAXSEED OIL,Flax seed,Dry skin
FLAXSEED OIL,Flax seed,Routine health maintenance
FLAXSEED OIL,Flax seed,Nutritional supplement
FLAXSEED OIL,Flax seed,Eye disorder
FLAXSEED OIL,Flax seed,Malabsorption
FLAXSEED OIL,Flax seed,Blood cholesterol abnormal
FLAXSEED OIL,Flax seed,Phytotherapy
FLAXSEED OIL,Flax seed,Blood disorder
FLAXSEED OIL,Flax seed,Vitamin supplementation
FLAXSEED OIL,Flax seed,Cardiac disorder
FLAXSEED OIL,Flax seed,Arthritis
FLAXSEED OIL,Flax seed,Drug use for unknown indication
FLAXSEED OIL,Flax seed,Colitis
FLAXSEED OIL,Flax seed,Blood cholesterol
FLAXSEED OIL,Flax seed,Constipation
FLAXSEED OIL,Flax seed,Arrhythmia
FLAXSEED OIL,Flax seed,Dry eye
FLAXSEED OIL,Flax seed,Hypertension
FLAXSEED OIL,Flax seed,Nutritional support
FLAXSEED OIL,Flax seed,General physical condition
FLAXSEED OIL,Flax seed,Hyperlipidaemia
FLAXSEED OIL,Flax seed,Osteopenia
FLAXSEED OIL,Flax seed,Premenstrual syndrome
FLAXSEED OIL,Flax seed,Cerebral disorder
FLAXSEED OIL                       /01649403/,Flax seed,Product used for unknown indication
FLAXSEED OIL                       /01649403/,Flax seed,Blood cholesterol increased
FLAXSEED OIL                       /01649403/,Flax seed,Supplementation therapy
FLAXSEED OIL                       /01649403/,Flax seed,Routine health maintenance
FLAXSEED OIL                       /01649403/,Flax seed,Prophylaxis
FLAXSEED OIL                       /01649403/,Flax seed,Adverse event
FLAXSEED OIL                       /01649403/,Flax seed,Macular degeneration
FLAXSEED OIL /01649403/,Flax seed,Supplementation therapy
FLAXSEED OIL /01649403/,Flax seed,Prophylaxis
FLAXSEED OIL                       /01649404/,Flax seed,Product used for unknown indication
FLAX SEED OIL 1000 MG,Flax seed,
FLAXSEED OIL 1000MG,Flax seed,
FLAXSEED OIL 1000 MG,Flax seed,
"FLAX SEED OIL, 1000MG, ORAL",Flax seed,
FLAXSEED OIL 100MG,Flax seed,
FLAX SEED OIL 1300MG,Flax seed,
FLAX SEED OIL 1300 MG B.I.D,Flax seed,
"FLAXSEED OIL 1300 MG, ORAL",Flax seed,
FLAX SEED OIL AND MEAL,Flax seed,Drug use for unknown indication
FLAXSEED OIL AND OMEGA 3-FATTY ACID,Flax seed,Drug use for unknown indication
FLAXSEED OIL AND POWDER,Flax seed,Product used for unknown indication
FLAX SEED OIL CAP,Flax seed,
FLAX SEED OIL CAPS,Flax seed,
FLAXSEED OIL CAPS,Flax seed,
FLAX SEED OIL CAPSULE,Flax seed,
FLAXSEED OIL CAPSULE,Flax seed,
FLAX SEED OIL CAPSULES,Flax seed,
FLAXSEED OIL CAPSULES,Flax seed,
FLAXSEED OIL (CAPSULES),Flax seed,
FLAXSEED OIL CAPSULES(L000 MG),Flax seed,
FLAXSEED OIL COMPRESSED,Flax seed,Vitamin supplementation
FLAX SEED OIL DRY EYES,Flax seed,
FLAX SEED OIL EYE LUBRICATION,Flax seed,Eye lubrication therapy
FLAXSEED OIL (FLAXSEED OIL),Flax seed,
FLAXSEED OIL (FLAXSEED OIL) (FLAXSEED OIL),Flax seed,
FLAX SEED OIL GEL CAPS,Flax seed,
FLAXSEED OIL (LINSEED),Flax seed,
FLAXSEED OIL )(LINSEED OIL),Flax seed,
"FLAXSEED OIL(LINSEED OIL)(1000 MILLIGRAM, CAPSULES)",Flax seed,
FLAXSEED OIL (LINSEED OIL) (CAPSULES),Flax seed,
FLAXSEED OIL (LINSEED OIL) (TABLETS),Flax seed,
FLAXSEED OIL (LINSEED OIL) (UNKNOWN),Flax seed,
FLAXSEED OIL(LINSEED OIL)(UNKNOWN),Flax seed,
FLAXSEED OIL (LINUM UNSITATISSIMUM SEED OIL),Flax seed,
FLAXSEED OIL (LINUM USITATISIMUM SEED OIL),Flax seed,
FLAXSEED OIL (LINUM USITATISSIMDM SEED OIL),Flax seed,
FLAXSEED OIL [LINUM USITATISSIMUM OIL],Flax seed,Product used for unknown indication
FLAXSEED OIL [LINUM USITATISSIMUM OIL],Flax seed,Macular degeneration
FLAXSEED OIL [LINUM USITATISSIMUM OIL],Flax seed,Blood cholesterol increased
FLAXSEED OIL [LINUM USITATISSIMUM OIL],Flax seed,Supplementation therapy
FLAXSEED OIL [LINUM USITATISSIMUM OIL],Flax seed,Prophylaxis
FLAXSEED OIL [LINUM USITATISSIMUM OIL],Flax seed,Dry eye
FLAXSEED OIL (LINUM USITATISSIMUM SEED),Flax seed,
FLAX SEED OIL (LINUM USITATISSIMUM SEED OIL),Flax seed,
FLAXSEED OIL      (LINUM USITATISSIMUM SEED OIL),Flax seed,
FLAXSEED OIL (LINUM USITATISSIMUM  SEED OIL),Flax seed,
FLAXSEED OIL (LINUM USITATISSIMUM SEED OIL,Flax seed,
FLAXSEED OIL (LINUM USITATISSIMUM SEED OIL),Flax seed,
FLAXSEED OIL(LINUM USITATISSIMUM SEED OIL),Flax seed,
FLAXSEED OIL (LINUM USITATISSIMUM SEED OIL) CAPSULE,Flax seed,
FLAXSEED OIL (LINUM USITATISSIMUM SEED OILD),Flax seed,
FLAX SEED OIL (LINUM USITATISSIMUM SEED OIL) (LINUM USITATISSIMUM SEED,Flax seed,
FLAXSEED OIL (LINUM USITATISSIMUM SEED OIL)  (LINUM USITATISSIMUM SEED,Flax seed,
FLAXSEED OIL (LINUM USITATISSIMUM SEED OIL) (LINUM USITATISSIMUM SEED OIL),Flax seed,
FLAXSEED OIL (LINUM USITATISSIMUM SEED OIL) (LINUMUSITATISSIMUM SEED OIL),Flax seed,
FLAX SEED OIL (LINUM USITATISSIMUM SEED OIL) (UNKNOWN),Flax seed,
FLAXSEED OIL (LINUM USITATISSINUM SEED OIL),Flax seed,
FLAX SEED OIL (LINUM USITATISSIUM SEED OIL),Flax seed,
FLAX SEED OIL (LINUM USITATISSIUMUM SEED OIL),Flax seed,
FLAXSEED OIL (LINUM USITATISSIUMUM SEED OIL),Flax seed,
FLAXSEED OIL MAX,Flax seed,
FLAXSEED OIL MAX STR,Flax seed,Product used for unknown indication
FLAXSEED OIL NATURE MADE,Flax seed,Product used for unknown indication
FLAX SEED OIL/OMEGA 3,Flax seed,Product used for unknown indication
FLAXSEED OIL OMEGA 3,Flax seed,Product used for unknown indication
FLAXSEED OIL-OMEGA 3 OIL,Flax seed,
FLAX SEED OIL (OTHER THERAPEUTIC PRODUCTS),Flax seed,
FLAXSEED OIL PILL,Flax seed,
FLAX SEED OIL PILLS,Flax seed,
FLAX SEED OILS,Flax seed,Eye disorder
FLAXSEED OILS,Flax seed,
FLAX SEED OIL SUPPLEMENT,Flax seed,
FLAXSEED OIL SUPPLEMENT,Flax seed,
FLAX SEED OIL TABS,Flax seed,
FLAXSEED OIL (UNKNOWN UNTIL CONTINUING),Flax seed,
FLAXSEED OIL WITH OMEGA 3,Flax seed,
FLAX SEED OIL WITH VITAMIN E,Flax seed,Product used for unknown indication
FLAX SEED OIT,Flax seed,
FLAXSEED OLL,Flax seed,
"FLAXSEED/ OMEGA 3,6,9",Flax seed,
FLAX SEED-OMEGA WITH KRILL OIL,Flax seed,Product used for unknown indication
FLAX SEED OR GEL CAPS,Flax seed,
FLAXSEED (OTHER ALIMENTARY TRACT AND METABOLISM PROD),Flax seed,
FLAX SEED PILL,Flax seed,
FLAXSEED PILL,Flax seed,
FLAX SEED PILLS,Flax seed,
FLAXSEED PILLS,Flax seed,
FLAX SEED PLUS FISH OIL,Flax seed,Vitamin supplementation
FLAX SEED POWDER,Flax seed,Product used for unknown indication
FLAX SEED POWDER,Flax seed,Medical diet
FLAXSEED POWDER,Flax seed,
FLAX SEED PRIMROSE OIL,Flax seed,
FLAXSEED PRIMROSE OIL,Flax seed,Product used for unknown indication
FLAXSEED-PRIMROSE OIL,Flax seed,
"FLAXSEED PRIMROSE OIL (GAMOLENIC ACID, LINOLEIC ACID, LINOLENIC ACID) CAPSULE",Flax seed,
FLAXSEEDS,Flax seed,
FLAX SEEDS,Flax seed,Product used for unknown indication
FLAX SEEDS,Flax seed,Blood cholesterol
FLAX SEED SOIL,Flax seed,
FLAXSEEDS OIL,Flax seed,
FLAXSEEDS + OIL,Flax seed,
FLAX SEEDS POWD,Flax seed,
FLAX SEEDS TABLETS,Flax seed,
FLAXSEED SUPPLEMENT (LINUM USITATISSIMUM SEED OIL) (LINUM USITATISSIMU,Flax seed,
FLAXSEED TABLET,Flax seed,Drug use for unknown indication
FLAXSEED WITH OMEGA 3 BLEND,Flax seed,
FLAX SEEED OIL,Flax seed,Product used for unknown indication
FLAX SEEL OIL,Flax seed,
FLAX SEEN,Flax seed,
FLAX SEEN OIL,Flax seed,
FLAX SEE OIL,Flax seed,Product used for unknown indication
FLAXSEE OIL,Flax seed,
FLAXSEE OIL (LENSEED OIL) (UNKNOWN),Flax seed,
FLAX SEE OIL (LINUM USITATISSIMUM SEED OIL),Flax seed,
FLAXSEE OIL (LINUM USITATISSIMUM SEED OIL),Flax seed,
FLAX SEE OIL (LINUM USITATISSIMUM SEED OIL) (CAPSULES),Flax seed,
FLAXSEE OIL TABLETS,Flax seed,Product used for unknown indication
FLAX SEE POWDER AND OIL,Flax seed,
FLAX SSED OIL,Flax seed,
FLAXSSED OIL,Flax seed,Drug use for unknown indication
FLAX TABLET,Flax seed,
FLAX XEED OIL,Flax seed,
"GLUCOSAMINE CHONDROITIN FLAX SEED OIL (GLUCOSAMINE, CHONDROITIN SULFATE)",Flax seed,
GNP FLAX SEED OIL (LINUM USITATISSIMUM SEED OIL),Flax seed,
GROUND FLAX,Flax seed,Product used for unknown indication
GROUND FLAX (HERBAL EXTRACT NOS),Flax seed,
GROUND FLAXSEED,Flax seed,Constipation
GROUND FLAXSEED,Flax seed,Product used for unknown indication
GROUND FLAX SEED,Flax seed,Product used for unknown indication
GROUND-FLAX SEED DIET CHANGE WITH WHOLE WHEAT FOR HIGH FIBER,Flax seed,Medical diet
HERBAL SUPPLEMENT OF FLAX OIL,Flax seed,
HIGH LIGNAN FLAXSEED,Flax seed,
HIGH OMEGA FLAXSEED,Flax seed,Product used for unknown indication
"LINSEED OIL (FLAXSEED OIL, CAPSULE, SOFT GELATIN)",Flax seed,
LINUM USITATISSIMUM       (FLAX SEED),Flax seed,
MAGNESIUM FLAXSEED,Flax seed,
MILLED FLAX SEED,Flax seed,
NATURAL ALTERNA. FLAXSEED OIL PLUS LECITHIN,Flax seed,
NATURE MADE FLAXSEED,Flax seed,
NATUREMADE FLAXSEED OIL,Flax seed,
NATURES BOUNTY FISH FLAX AND BORAGE,Flax seed,
NOPALINA FLAX SEED PLUS,Flax seed,
NOVALIN ORGANIC FLAXSEED OIL,Flax seed,
"OMEGA 3-6-9 FISH, FLAX + BORAGE OIL",Flax seed,
OMEGA 3-6-9 WITH FLAXSEED AND FISH OIL,Flax seed,
OMEGA 3 AND FLAX SEED OIL (TABLETS),Flax seed,
OMEGA 3 FISH-FLAX,Flax seed,
OMEGA 3-FISH-FLAX-BORA,Flax seed,
OMEGA 3 FISH OIL/FLAXSEED,Flax seed,Prophylaxis
OMEGA 3 FLAX OIL,Flax seed,
OMEGA 3 FLAXSEED,Flax seed,
OMEGA 3/FLAXSEED,Flax seed,
OMEGA 3 FLAXSEED CAPSULES,Flax seed,
OMEGA 3 FLAX SEED OIL,Flax seed,Product used for unknown indication
OMEGA 3 FLAXSEED OIL,Flax seed,
OMEGA-3 FLAXSEEDS,Flax seed,
OMEGA 3 WITH FLAXSEED,Flax seed,Drug use for unknown indication
OMEGA 3 WITH FLAXSEED OIL,Flax seed,Product used for unknown indication
OMEGA 4 WITH FLAXSEED AND FISH OIL,Flax seed,Drug use for unknown indication
OMEGA FISH + FLAX,Flax seed,
OMEGA (FLAX),Flax seed,
OMEGA THREE FLAX SEED,Flax seed,Product used for unknown indication
ORGANIC FLAXSEED OIL,Flax seed,
ORGANIC FLAX SEED WITH HIGH LIGNAME OIL,Flax seed,Drug use for unknown indication
ORIGIN FLAX OIL,Flax seed,
OTC FLAXSEED,Flax seed,
"PROSTAID PLUS (FLAX, SAW PALMETTO, ST. JOHN'S WORT, ELDER, CALENDULA",Flax seed,
PURITANS PRIDE FLAX SEED OIL,Flax seed,
PURITANS PRIDE FLAXSEED OIL,Flax seed,Routine health maintenance
SALMON + FLAX OIL,Flax seed,
SEED FLAXSEED,Flax seed,Hepatic neoplasm malignant
SM FLAX OIL,Flax seed,Product used for unknown indication
SPRING VALLEY FLAX OIL,Flax seed,
VITAMIN E/FLAXSEED OIL (OMEGA-3 FLAXSEED OIL),Flax seed,
WALGREENS FINEST NATURAL FLAX SEED OIL WITH OMEGA 3,Flax seed,
LINSEED                            /01649402/,Flax seed,Product used for unknown indication
LINSEED                            /01649402/,Flax seed,Hyperlipidaemia
LINSEED                            /01649402/,Flax seed,Sjogren's syndrome
LINSEED /01649402/,Flax seed,Dyspepsia
LINSEED (LINUM USITATISSIMUM SEED),Flax seed,
LINSEED OIL (LINUM USITATISSIMUM SEED OIL),Flax seed,
LINUM/LINSEED OIL,Flax seed,
"ONMEVEL (CONTAINING DICLOFENAC, MENTHYL SALICYLATE, MENTHOL, LINSEED OIL)",Flax seed,Ligament sprain
"ONMEVEL (CONTAINING DICLOFENAC, MENTHYL SALICYLATE, MENTHOL, LINSEED OIL)",Flax seed,Pain management
"CIRUELAX (CITRIC ACID, HONEY, LINUM USITATISSIMUM, PRUNUS DOMESTICA, SENNA ALEXANDRIA, SUCROSE, TRITICUM AESTIVUM)",Flax seed,
"CIRUELAX (CITRIC ACID, HONEY, LINUM USITATISSIMUM, PRUNUS DOMESTICA, SENNA ALEXANDRINA, SUCROSE, TRITICUM AESTIVUM)",Flax seed,
COQ10 [CONJUGATED LINOLEIC ACID;LINUM USITATISSIMUM SEED OIL;UBIDECARE,Flax seed,
FISH OIL W/LINUM USITATISSIMUM SEED OIL,Flax seed,
"FISH OIL W/LINUM USITATISSIMUM SEED SOIL (FISH OIL, LINUM USITATISSIMU",Flax seed,
LINOMED (SENNA ALEXANDRIA/LINUM USITATISSIMUM SEED/RHAMNUS FRANGULA BA,Flax seed,
LINUM USITATISSIMUM,Flax seed,Product used for unknown indication
LINUM USITATISSIMUM (LINUM USITATISSIMUM),Flax seed,
LINUM USITATISSIMUM OIL,Flax seed,Product used for unknown indication
LINUM USITATISSIMUM SEED,Flax seed,Supplementation therapy
LINUM USITATISSIMUM SEED,Flax seed,Product used for unknown indication
LINUM USITATISSIMUM SEED (LINUM USITATISSIMUM SEED),Flax seed,
LINUM USITATISSIMUM SEED OIL,Flax seed,Affective disorder
LINUM USITATISSIMUM SEED OIL,Flax seed,Abnormal faeces
LINUM USITATISSIMUM SEED OIL,Flax seed,Product used for unknown indication
LINUM USITATISSIMUM SEED OIL,Flax seed,Routine health maintenance
LINUM USITATISSIMUM SEED OIL,Flax seed,Unevaluable event
LINUM USITATISSIMUM SEED OIL,Flax seed,Dry eye
LINUM USITATISSIMUM SEED OIL,Flax seed,Nutritional supplementation
LINUM USITATISSIMUM SEED OIL,Flax seed,Supplementation therapy
LINUM USITATISSIMUM SEED OIL,Flax seed,Prophylaxis
LINUM USITATISSIMUM SEED OIL,Flax seed,Product use in unapproved indication
LINUM USITATISSIMUM SEED OIL,Flax seed,Drug use for unknown indication
LINUM USITATISSIMUM SEED OIL,Flax seed,Medical diet
LINUM USITATISSIMUM SEED OIL,Flax seed,Hot flush
LINUM USITATISSIMUM SEED OIL,Flax seed,High density lipoprotein decreased
LINUM USITATISSIMUM SEED OIL,Flax seed,Cardiac disorder
OMEGA 3 6 9 [BORAGO OFFICINALIS OIL;LINUM USITATISSIMUM SEED OIL;OENOT,Flax seed,
OMEGA 3-6-9 COMPLEX (LINUM USITATISSIMUM OIL),Flax seed,
OMEGA 3 6 9 [FISH OIL;LINUM USITATISSIMUM SEED OIL;OENOTHERA BIENNIS O,Flax seed,Product used for unknown indication
OMEGA 3 6 9 [LINUM USITATISSIMUM OIL;OENOTHERA BIENNIS OIL;SALMON OIL],Flax seed,Product used for unknown indication
OMEGA 3 DHA [ASCORBIC ACID;ERGOCALCIFEROL;FISH OIL;LINUM USITATISSIMUM,Flax seed,Hyperlipidaemia
OMEGA 3 DHA [ASCORBIC ACID;ERGOCALCIFEROL;FISH OIL;LINUM USITATISSIMUM,Flax seed,Product used for unknown indication
"OMEGA PLUS 3 6 9 (BORAGO OFFICINALIS SEED OIL, FISH OIL, LINUM USITATISSIMUM SEED OIL, TOCOPHEROL)",Flax seed,
"PREVELIP (CUCURBITA PEPO OIL, LINUM USITATISSMUM OIL OIL, OENOTHERA BIENNISOIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL) (CUCURBITA PEPO OIL, LINUM USITATISSIMUM OIL, OENOTHERA BIENNIS OIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL)",Flax seed,
APPLE AND GINGER TEA,Ginger,
ASIAN GINSENG (+) GINGER (+) SICHUAN PEPPER,Ginger,Prophylaxis
"ASIAN GINSENG, ZANTHOXYLUM FRUIT, GINGER, MALT SUGAR",Ginger,
CALCIUM W/MAG + ZINC/GARLIC + GINGER,Ginger,
CHINESE LICORICE (+) CHINESE PEONY (+) CINNAMON (+) EPHEDRA (+) GINGER,Ginger,
CURCUMIN/GINGER/OLIVE EXTRACT,Ginger,
"DAI-KENCHU-TO (ASIAN GINSENG, SICHUAN PEPPER, GINGER)",Ginger,
DAI-KENCHU-TO (GINGER + GINSENG + JAPANESE PEPPER (HERBAL PREPARATION),Ginger,
DAI-KENCHU-TO (GINGER+ GINSENG + JAPANESE PEPPER) (HERBAL PREPARATION),Ginger,
DRANJ GINGER TEA,Ginger,
"FLEET PHOSPHO-SODA ORAL SALINE LAXATIVE, GINGER-LEMON FLAVOR",Ginger,Colonoscopy
"FLEET PHOSPHO-SODA ORAL SALINE LAXATIVE, GINGER-LEMON FLAVOR",Ginger,Sigmoidoscopy
"FLEET PHOSPHO-SODA ORAL SALINE LAXATIVE, GINGER-LEMON FLAVOR",Ginger,Endoscopy upper gastrointestinal tract
"FLEET PHOSPHO-SODA ORAL SALINE LAXATIVE, GINGER-LEMON FLAVOR (45 MILLILITRE(S), ORAL SOLUTION)",Ginger,Colonoscopy
FLEETS PHOPHOSODA 1/2 OZ IN 8OZ GINGERALE DOSE X6,Ginger,Bowel preparation
FLEETS PHOPHOSODA 1/2 OZ IN 8OZ GINGERALE DOSE X6,Ginger,Colonoscopy
GINGER                             /01646601/,Ginger,Dysmenorrhoea
GINGER                             /01646601/,Ginger,Supplementation therapy
GINGER                             /01646601/,Ginger,Product used for unknown indication
GINGER                             /01646601/,Ginger,Nausea
GINGER                             /01646601/,Ginger,Promotion of peripheral circulation
GINGER                             /01646602/,Ginger,Nausea
GINGER                             /01646602/,Ginger,Product used for unknown indication
GINGER                             /01646602/,Ginger,Asthma prophylaxis
GINGER                             /01646602/,Ginger,Supplementation therapy
GINGER                             /01646602/,Ginger,Abdominal discomfort
GINGER                             /01646602/,Ginger,Routine health maintenance
GINGER                             /01646602/,Ginger,Dizziness
GINGER                             /01646602/,Ginger,Motion sickness
GINGER                             /01646602/,Ginger,Arthritis
GINGER                             /01646602/,Ginger,Premedication
GINGER                             /01646602/,Ginger,Prophylaxis of nausea and vomiting
GINGER /01646602/,Ginger,Inflammation
GINGER /01646602/ (ZINGIBER OFFICINALE RHIZOME),Ginger,
GINGERAID,Ginger,
GINGER AID TEA,Ginger,
GINGER ALE (ZINGIBER OFFICINALE RHIZOME),Ginger,
GINGER CITRONELLA,Ginger,Nausea
GINGEREST,Ginger,
GINGER  FORCE                          /01646602/,Ginger,
GINGER GARLIC,Ginger,
GINGER LEMON FLAVORED PHOSPHA-SODA(FLEET),Ginger,Colonoscopy
GINGER LOLLIPOPS/CANDY,Ginger,Nausea
GINGER MAX,Ginger,Product used for unknown indication
GINGER/NATURAL REMEDIES,Ginger,
GINGER ROOT AND MILK THISTLE,Ginger,
GINGER ROOT EXTRACT,Ginger,Product used for unknown indication
GINGER ROOT/VITAMIN B6,Ginger,Dyspepsia
GINGER ROOT XT - FENNEL,Ginger,
GINGER ROOT (ZINGIBER OFFICINALE RHIZOME),Ginger,
GINGER ROOT [ZINGIBER OFFICINALE RHIZOME],Ginger,Product used for unknown indication
GINGER ROOT [ZINGIBER OFFICINALE ROOT],Ginger,Flatulence
GINGER ROOT [ZINGIBER OFFICINALE ROOT],Ginger,Vomiting
GINGER ROOT [ZINGIBER OFFICINALE ROOT],Ginger,Product used for unknown indication
GINGER TEA,Ginger,Cystic fibrosis respiratory infection suppression
GINGER TEA,Ginger,Product used for unknown indication
GINGER TEA,Ginger,Insomnia
"GINGER, TUMERIC + BROMELAIN",Ginger,Vitamin C
"GINGER, TUMERIC + BROMELAIN",Ginger,Product used for unknown indication
GINGER/TURMERIC,Ginger,Arthropathy
GINGER (ZINGIBER OFFCINALE RHIZOME),Ginger,
GINGER (ZINGIBER OFFICINALE RHIZOME,Ginger,Phytotherapy
GINGER (ZINGIBER OFFICINALE RHIZOME),Ginger,Product used for unknown indication
GINGER [ZINGIBER OFFICINALE RHIZOME],Ginger,Product used for unknown indication
GINGER [ZINGIBER OFFICINALE RHIZOME],Ginger,Supplementation therapy
