FAERS_drug_match,lookup_value,indi_pt
ARTIFICIAL SOL TEARS,Green tea,Product used for unknown indication
ARTIFICIAL SOLUTION TEARS,Green tea,Product used for unknown indication
ARTIFICIAL TEAR,Green tea,Dry eye
ARTIFICIAL TEAR,Green tea,Product used for unknown indication
ARTIFICIAL TEAR,Green tea,Conjunctivitis
ARTIFICIAL TEAR,Green tea,Blepharitis
ARTIFICIAL TEAR 0.1?0.3%,Green tea,
ARTIFICIAL TEAR DROP,Green tea,
ARTIFICIAL TEAR DROPS,Green tea,
ARTIFICIAL TEAR MYTEAR,Green tea,Dry eye
ARTIFICIAL TEAR MYTEAR,Green tea,Conjunctivitis
ARTIFICIAL TEAR MY TEAR,Green tea,Product used for unknown indication
ARTIFICIAL TEAR OINTMENT,Green tea,
ARTIFICIAL TEAR OPHT,Green tea,Product used for unknown indication
ARTIFICIAL TEAR OPTIVAL,Green tea,
ARTIFICIALTEARS,Green tea,
ARTIFICIAL TEARS,Green tea,Product used for unknown indication
ARTIFICIAL TEARS,Green tea,Dry eye
ARTIFICIAL TEARS,Green tea,Eye lubrication therapy
ARTIFICIAL TEARS,Green tea,Eye disorder
ARTIFICIAL TEARS,Green tea,Glaucoma
ARTIFICIAL TEARS,Green tea,Eye irritation
ARTIFICIAL TEARS,Green tea,Prophylaxis
ARTIFICIAL TEARS,Green tea,Ophthalmic herpes simplex
ARTIFICIAL TEARS,Green tea,Seasonal allergy
ARTIFICIAL TEARS,Green tea,Eyelid rash
ARTIFICIAL TEARS,Green tea,Eye pain
ARTIFICIAL TEARS,Green tea,Ocular discomfort
ARTIFICIAL TEARS,Green tea,Basedow's disease
ARTIFICIAL TEARS,Green tea,Endocrine ophthalmopathy
ARTIFICIAL TEARS,Green tea,Conjunctivitis
ARTIFICIAL TEARS,Green tea,Vitreous degeneration
ARTIFICIAL TEARS,Green tea,Foreign body sensation in eyes
ARTIFICIAL TEARS,Green tea,Supplementation therapy
ARTIFICIAL TEARS,Green tea,Cataract operation
ARTIFICIAL TEARS,Green tea,Retinal disorder
ARTIFICIAL TEARS,Green tea,Hypersensitivity
ARTIFICIAL TEARS,Green tea,Punctate keratitis
ARTIFICIAL TEARS,Green tea,Postoperative care
ARTIFICIAL TEARS,Green tea,Conjunctival haemorrhage
ARTIFICIAL TEARS,Green tea,Vision blurred
ARTIFICIAL TEARS,Green tea,Cataract
ARTIFICIAL TEARS,Green tea,Sjogren's syndrome
ARTIFICIAL TEARS,Green tea,Ear disorder
ARTIFICIAL TEARS,Green tea,Periorbital swelling
ARTIFICIAL TEARS,Green tea,Eye swelling
ARTIFICIAL TEARS,Green tea,Ulcerative keratitis
ARTIFICIAL TEARS,Green tea,Neurotrophic keratopathy
ARTIFICIAL TEARS,Green tea,Eye inflammation
ARTIFICIAL TEARS,Green tea,Open angle glaucoma
ARTIFICIAL TEARS,Green tea,Keratomileusis
ARTIFICIAL TEARS,Green tea,Conjunctivitis viral
ARTIFICIAL TEARS,Green tea,Ocular rosacea
ARTIFICIAL TEARS,Green tea,Eye pruritus
ARTIFICIAL TEARS,Green tea,Keratitis
ARTIFICIAL TEARS,Green tea,Drug use for unknown indication
ARTIFICIAL TEARS,Green tea,Meibomian gland dysfunction
ARTIFICIAL TEARS,Green tea,Adverse event
ARTIFICIAL TEARS,Green tea,Keratoconjunctivitis sicca
ARTIFICIAL TEARS,Green tea,Corneal dystrophy
ARTIFICIAL TEARS,Green tea,Blepharitis
ARTIFICIAL TEARS,Green tea,Herpes ophthalmic
ARTIFICIAL TEARS,Green tea,Eye irrigation
ARTIFICIAL TEARS,Green tea,Erythema
ARTIFICIAL TEARS                   =,Green tea,
(ARTIFICIAL TEARS /00445101/),Green tea,
ARTIFICIAL TEARS                   /00445101/,Green tea,Dry eye
ARTIFICIAL TEARS                   /00445101/,Green tea,Contact lens therapy
ARTIFICIAL TEARS                   /00445101/,Green tea,Product used for unknown indication
ARTIFICIAL TEARS                   /00445101/,Green tea,Eye disorder
ARTIFICIAL TEARS                   /00445101/,Green tea,Ocular hyperaemia
ARTIFICIAL TEARS                   /00445101/,Green tea,Eye lubrication therapy
ARTIFICIAL TEARS                   /00445101/,Green tea,Eye irritation
ARTIFICIAL TEARS                   /00445101/,Green tea,Prophylaxis
ARTIFICIAL TEARS                   /00445101/,Green tea,Basedow's disease
ARTIFICIAL TEARS                   /00445101/,Green tea,Endocrine ophthalmopathy
ARTIFICIAL TEARS                   /00445101/,Green tea,Seasonal allergy
ARTIFICIAL TEARS                   /00445101/,Green tea,Dry eyes
ARTIFICIAL TEARS                   /00445101/,Green tea,Excessive eye blinking
ARTIFICIAL TEARS                   /00445101/,Green tea,Cataract
ARTIFICIAL TEARS /00445101/,Green tea,Dry eye
ARTIFICIAL TEARS  /00445101/ (HYPROMELLOSE) SOLUTION (EXCEPT SYRUP),Green tea,
ARTIFICIAL TEARS                   /00582501/,Green tea,Dry eye
ARTIFICIAL TEARS                   /00582501/,Green tea,Vision blurred
ARTIFICIAL TEARS                   /00582501/,Green tea,Product used for unknown indication
ARTIFICIAL TEARS                   /00880201/,Green tea,Xerophthalmia
ARTIFICIAL TEARS                   /00880201/,Green tea,Postoperative care
ARTIFICIAL TEARS                   /00880201/,Green tea,Dry eye
ARTIFICIAL TEARS                   /00880201/,Green tea,Product used for unknown indication
ARTIFICIAL TEARS /00880201/,Green tea,Dry eye
ARTIFICIAL TEARS /00880201/,Green tea,Product used for unknown indication
ARTIFICIAL TEARS 0.1-0.3 % SOLN,Green tea,
ARTIFICIAL TEARS                   /04030201/,Green tea,Product used for unknown indication
ARTIFICIAL TEARS 1.4%,Green tea,
ARTIFICIAL TEARS                   /90046201/,Green tea,Eye lubrication therapy
ARTIFICIAL TEARS                   /90046201/,Green tea,Dry eye
ARTIFICIAL TEARS                   /90046201/,Green tea,Product used for unknown indication
ARTIFICIAL TEARS                   /90046201/,Green tea,Drug use for unknown indication
ARTIFICIAL TEARS /90046201/,Green tea,
ARTIFICIAL TEARS AND LUBRICANT,Green tea,
ARTIFICIAL TEARS AND SALIVA,Green tea,
ARTIFICIAL TEARS (ARTIFICIAL,Green tea,
ARTIFICIAL TEARS (ARTIFICIAL TEARS),Green tea,
ARTIFICIAL TEARS [ARTIFICIAL TEARS],Green tea,
ARTIFICIAL TEARS (ARTIFICIAL TEARS) (DROPS),Green tea,
ARTIFICIAL TEARS (ARTIFICIAL TEARS) (NULL),Green tea,
"ARTIFICIAL TEARS [BENZALKONIUM CHLORIDE,EDETATE DISODIUM,POLYVINYL",Green tea,
ARTIFICIAL TEARS (BENZALKONIUM CHLORIDE (+) GLYCERIN (+) PROPYLENE GLY,Green tea,
ARTIFICIAL TEARS DROP,Green tea,Ocular hyperaemia
ARTIFICIAL TEARS DROPS,Green tea,
ARTIFICIAL TEARS (DROPSTAR TG),Green tea,
ARTIFICIAL TEARS EYEDROPS,Green tea,
ARTIFICIAL TEARS EYE DROPS,Green tea,
ARTIFICIAL TEARS EYE OINTMENT,Green tea,
ARTIFICIAL TEARS FOR DRY EYES,Green tea,Product used for unknown indication
ARTIFICIAL TEARS (HYPEROMELLOSE),Green tea,
ARTIFICIAL TEARS [HYPROMELLOSE],Green tea,Product used for unknown indication
ARTIFICIAL TEARS [HYPROMELLOSE],Green tea,Dry eye
ARTIFICIAL TEARS [HYPROMELLOSE],Green tea,Sjogren's syndrome
ARTIFICIAL TEARS//HYPROMELLOSE,Green tea,Prophylaxis
ARTIFICIAL TEARS (ISOPTO TEARS),Green tea,
ARTIFICIAL TEARS LUBRICANT,Green tea,
ARTIFICIAL TEARS LUBRICANT EYE DROPS,Green tea,Dry eye
ARTIFICIAL TEARS LUBRICANT EYE DROPS,Green tea,Eye disorder
ARTIFICIAL TEARS LUBRICANT EYE DROPS,Green tea,Keratitis
ARTIFICIAL TEARS LUBRICANT EYE DROPS PF,Green tea,Dry eye
ARTIFICIAL TEARS (NO INGREDIENTS/SUBSTANCES),Green tea,
ARTIFICIAL TEARS NOS,Green tea,Dry eye
ARTIFICIAL TEARS NOS,Green tea,Product used for unknown indication
ARTIFICIAL TEARS NOS,Green tea,Prophylaxis
ARTIFICIAL TEARS NOS,Green tea,Dermatitis
ARTIFICIAL TEARS NOS,Green tea,Sjogren's syndrome
ARTIFICIAL TEARS NOS,Green tea,Cataract operation
ARTIFICIAL TEARS OINTMENT,Green tea,
ARTIFICIAL TEAR SOLUTION,Green tea,Product used for unknown indication
ARTIFICIAL TEARS OP,Green tea,Dry eye
ARTIFICIAL TEARS OPHTHALMIC SOLUTION,Green tea,
ARTIFICIAL TEARS (OTC),Green tea,Dry eye
"ARTIFICIAL TEARS [PARAFFIN, LIQUID;WHITE SOFT PARAFFIN]",Green tea,
ARTIFICIAL TEARS PF,Green tea,
ARTIFICIAL TEARS POLYCINYL ALCOHOL INSTILL,Green tea,
ARTIFICIAL TEARS POLYVIN,Green tea,
ARTIFICIAL TEARS [POLYVINYL ALCOHOL],Green tea,Product used for unknown indication
ARTIFICIAL TEARS//POLYVINYL ALCOHOL,Green tea,Product used for unknown indication
ARTIFICIAL TEARS [POLYVINYL ALCOHOL;POVIDONE],Green tea,Product used for unknown indication
ARTIFICIAL TEARS/POVIDONE,Green tea,
ARTIFICIAL TEARS [PROPYLENE GLYCOL],Green tea,Product used for unknown indication
ARTIFICIAL TEARS [PROPYLENE GLYCOL],Green tea,Dry eye
ARTIFICIAL TEARS//PROPYLENE GLYCOL,Green tea,Product used for unknown indication
ARTIFICIAL TEARS PVA,Green tea,
ARTIFICIAL TEARS PVA 1.4%/POVIDONE,Green tea,
ARTIFICIAL TEARS PVA 1.4/POVIDONE (PF),Green tea,
ARTIFICIAL TEARS PVA 1.4%/POVIDONE (PF),Green tea,Dry eye
ARTIFICIAL TEARS PVA/POVIDONE (PF),Green tea,
ARTIFICIAL TEARS Q4H,Green tea,
ARTIFICIAL TEARS (REGULAR),Green tea,
"ARTIFICIAL TEARS SOLN, OPH",Green tea,
ARTIFICIAL TEARS SOLUTION,Green tea,Dry eye
ARTIFICIAL TEARS SOLUTION (EXCEPT SYRUP),Green tea,
ARTIFICIAL TEARS/SYSTANE ULTRA,Green tea,Product used for unknown indication
ARTIFICIAL TEARS -TEARISOL-,Green tea,
ARTIFICIAL TEARS [UMBRELLA TERM],Green tea,Eye pruritus
ARTIFICIAL TEARS (UNK INGREDIENTS),Green tea,Drug use for unknown indication
ARTIFICIAL TEARS UNSPECIFIED,Green tea,Dry eye
ARTIFICIAL TEARS                        /USA/,Green tea,
ARTIF TEARS,Green tea,
ARTIF TEARS 0.5% SOLUTION,Green tea,
ARTRIFICAL TEARS,Green tea,
ART TEARS,Green tea,
ART TEARS PRES-FREE,Green tea,
ASACOLON (LACOTSE MONOHYDRATE/MAGNESIUM STEARATE/MESALAZINE/METHYLACRYLIC ACID/METHYL),Green tea,
"ASAL (ARACGUS GTOIGAEA OIL, ARACHIS OIL, ASCORBIC ACID, GLYCERYL MONOSTEARATE, LECITHINUM SOYA, MANG",Green tea,
"ASCORBIC ACID, GENTIANA LUTEA ROOT, PRIMULA SPP. FLOWER, RUMEX ACETOSA",Green tea,
ATRIFICIAL TEARS,Green tea,
AUTOLOGOUS SERUM TEARS,Green tea,Persistent corneal epithelial defect
AUTOLOGUS SERUM TEARS,Green tea,
AYURVEDIC ^TRIPHALA^ TEAL,Green tea,
BABY TEAR FREE SUNBLOCK 50 SPF BANANA BOAT,Green tea,Prophylaxis against solar radiation
BAKING SODA (TEASPOON),Green tea,
BALANCE TEARS,Green tea,Dry eye
BANANA BOAT BABY TEAR FREE LOTION SPF 50,Green tea,Prophylaxis
BANANA BOAT BABY TEAR FREE LOTION SPF 50,Green tea,Sunburn
BANANA BOAT KIDS TEAR FREE BROAD SPECTRUM SUNSCREEN SPF 50,Green tea,
BANANA BOAT KIDS TEAR FREE CONTINUOUS SPF 50,Green tea,Prophylaxis against solar radiation
BANANA BOAT KIDS TEAR FREE SPF 30 BANA BOAT,Green tea,Prophylaxis against solar radiation
BI 201335 (HCV PROTEASE INHIBITOR),Green tea,Chronic hepatitis C
BI 201335 (HCV PROTEASE INHIBITOR),Green tea,Hepatitis C
BI 201335 (HCV PROTEASE INHIBITOR),Green tea,HIV infection
"BIAFINE(BIAFINE /00834001/)(PROPYLENE GLYCOL, TROLAMINE, ETHYLENE GLYCOL MONOSTEARATE, STEARYL ALCOHOL, CETYL PALMITATE, PARAFFIN, PARAFFIN, LIQUID, SODIUM ALGINATE)",Green tea,
BIAFINE (CETYL PALMITATE/ETHYLENE GLYCOL MONOSTEARATE/PARAFFIN/PARAFFI,Green tea,
"BIAFINE CREAM (PROPYLENE GLYCOL, TROLAMINE, ETHYLENE GLYCOL MONOSTEARA",Green tea,
"BIAFINE (PROPYLENE GLYCOL, STEARYL ALCOHOL, ETHYLENE GLYCOL MONOSTEARA",Green tea,
"BIAFINE (STEARYL ALCOHOL, ETHYLENE GLYCOL, MONOSTEARATE TROLAMINE)",Green tea,
BIG TEARS FOR EYES,Green tea,
BINK GEL TEARS,Green tea,Dry eye
BION TEAR,Green tea,Product used for unknown indication
BION TEARS 0.3%/ 0.1%,Green tea,
BION TEARS EYE DROPS,Green tea,
BION TEAS,Green tea,
BIOSYNTRX BIOTEARS,Green tea,Dry eye
BIOTEAR,Green tea,
BIOTEARS,Green tea,Dry eye
BIOTEARS,Green tea,Product used for unknown indication
BIO-TEARS,Green tea,
BIO- TEARS,Green tea,
BIO TEARS (TEARS PLUS),Green tea,
BLACKBERRY POMEGRANATE TEA,Green tea,
BLACK CURRANT (+) TEA,Green tea,
BLANK GEL TEARS,Green tea,Dry eye
BLINDED BI 201335 (HCV PROTEASE INHIBITOR),Green tea,Chronic hepatitis C
BLINDED BI 201335 (HCV PROTEASE INHIBITOR),Green tea,Hepatitis C
BLINDED GS 9256 (NS3 PROTEASE INHIBITOR),Green tea,Hepatitis C
BLINDED PROTEASE INHIBITOR NOS,Green tea,Hepatitis C
BLINDED SCH 503034                (HCV PROTEASE INHIBITOR),Green tea,Hepatitis C
BLINDED SCH 503034 (S-P) (HCV PROTEASE INHIBITOR,Green tea,Hepatitis C
BLINDED SCH 503034 (S-P) (HCV PROTEASE INHIBITOR),Green tea,Hepatitis C
BLINDED SCH (S-P) (HCV PROTEASE INHIBITOR),Green tea,Hepatitis C
BLINDED SCJ 503034             (HCV PROTEASE INHIBITOR),Green tea,
BLINDED SCJ 50304  (HCV PROTEASE INHIBITOR),Green tea,
BLINDED SCJ 50304 (S-P) (HCV PROTEASE INHIBITOR),Green tea,
BLINDED TMC435 (NS3/4A PROTEASE INHIBITOR),Green tea,Hepatitis C
BLINDED TMC435 (NS3/4A PROTEASE INHIBITOR),Green tea,Chronic hepatitis C
BLINK GEL TEARS LUBRICATING EYE DROPS,Green tea,Dry eye
"BLINK TEARS ADVANCED MEDICAL OPTICS, INC.",Green tea,
BLINK TEARS LUBRICATING,Green tea,
BLINK TEARS LUBRICATING EYE DROPS,Green tea,Dry eye
BLINK TEARS LUBRICATING EYE DROPS,Green tea,Eye pruritus
BLOOD SERUM TEARS,Green tea,
BLOOD TEARS,Green tea,
BLUEGRASS TEA,Green tea,
BLUMEA BALSAMIFERA TEA,Green tea,
BMS-650032 (HCV NS3 PROTEASE INHIBITOR),Green tea,Hepatitis C
BONE STRENGTHENING FORMULA (A TEA),Green tea,
BONE STRENGTHING FORMULA (A TEA),Green tea,
BORTEAMIB,Green tea,
BROAD SPECTRUM SUNSCREEN BABY TEAR FREE BANANA BOAT,Green tea,Prophylaxis against solar radiation
"BUPIVACAIN HCL 0.25% + EPI 1:200,000 INJ, TEARTOP VIALS (BUPIVACAIN HYDROCHLORIDE)",Green tea,Epidural anaesthesia
BUPROPION XL 300MG TEA,Green tea,
BUTEA SUPERBA,Green tea,
BUTEA SUPERBA?,Green tea,
CALC ACTEATE,Green tea,
CALCIUM ACTEATE,Green tea,
"CALLITEA, WOLFBANE",Green tea,
CALTRATE THERA TEARS,Green tea,
CANNABIS TEA,Green tea,Pain
CAPTEA,Green tea,Product used for unknown indication
CAPTEA,Green tea,Hypertension
CAPTEA,Green tea,Essential hypertension
CAPTEA,Green tea,Drug use for unknown indication
CAPTEA,Green tea,Unevaluable event
CAPTEA (CAPOZIDE),Green tea,
CAPTEA (CAPOZIDE) (CAPOZIDE),Green tea,
CAPTEA TABLETS,Green tea,
CAPTEA (TABLETS),Green tea,
CAPTEA TABS,Green tea,Essential hypertension
CAPTEA TABS,Green tea,Hypertension
CARBOMER+CARBOMER 980 (VISCOTEARS),Green tea,
CARBOMER + CARBOMER 980 (VISCOTEARS) (UNKNOWN),Green tea,
CARDIOTABS CARDIOTEA,Green tea,
CARTEABAK,Green tea,Product used for unknown indication
"CARTEABAK  2% COLLIRIO, SOLUZIONE",Green tea,
CEDAR TEA,Green tea,
"^CELESTIAL SEASONINGS^ TEA - CHAMOMILE, SPEARMINT, LEMON GRASS, TILIA",Green tea,
CELLUFRESH TEARS,Green tea,Dry eye
CELLULASE/DIASTASE/HEMICELLULASE/LIPASE/PANCREATIN/PROTEASE/TRYPSIN,Green tea,
CELLUVISC ARTIFICIAL TEARS,Green tea,Dry eye
"CETAPHIL [BUTYL,CETYL ALCOH,PROPYL GLYC,NA+ LAURYL SULF,STEARYL AL",Green tea,Product used for unknown indication
CETAPHIL [CETYL ALCOHOL;PROPYLENE GLYCOL;SODIUM LAURYL SULFATE;STEARYL,Green tea,
CETAPHIL [CETYL ALCOHOL\PROPYLENE GLYCOL\SODIUM LAURYL SULFATE\STEARYL ALCOHOL],Green tea,
"CETAPHIL [CETYL ALCOHOL,PROPYLENE GLYCOL,STEARYL ALCOHOL]",Green tea,
CETAPHIL [CETYL ALCOHOL;SODIUM LAURYL SULFATE;STEARYL ALCOHOL],Green tea,Product used for unknown indication
"CETAPHIL (PROPYLENE GLYCOL, STEARYL ALCOHOL, CETYL ALCOHOL)",Green tea,
CETAPHIL RESTORADERM CLEANSER (CETYL ALCOHOL;; PROPYLENE GLYCOL; STEAR,Green tea,Therapeutic skin care topical
CETAPHIL RESTORADERM CLEANSER (CETYL ALCOHOL; PROPYLENE GLYCOL;STEARYL,Green tea,Skin disorder
CETAPHIL RESTORADERM CLEANSER (CETYL ALCOHOL; PROPYLENE GLYCOL;STEARYL,Green tea,Therapeutic skin care topical
"CETAPHIL (STEARYL ALCOHOL, PROPYLENE GLYCOL)",Green tea,
CETOMACROGOL 1000 AND CETOSTEARYL ALCOHOL AND DECYL OLEATE AND SORBIC,Green tea,
CETOMACROGOL 1000;CETOSTEARYL ALCOHOL;CHLOROCRESOL;PARAFFIN;PETROLATUM,Green tea,Rash
CETOMACROGOL 1000;CETOSTEARYL ALCOHOL;CHLOROCRESOL;PARAFFIN;PETROLATUM,Green tea,Product used for unknown indication
CETOMACROGOL 1000/CETOSTEARYL ALCOHOL/CHLOROCRESOL/PARAFFIN/PETROLATUM,Green tea,Rash
CETOMACROGOL 1000/CETOSTEARYL ALCOHOL/CHLOROCRESOL/PARAFFIN/PETROLATUM,Green tea,Product used for unknown indication
CETOMACROGOL1000/CETOSTEARYLALCOHOL/CHLOROCRESOL/PARAFFIN/PETROLATUM,Green tea,Product used for unknown indication
CETOMACROGOL 1000/CETOSTEARYL ALCOHOL/METHYLPARABEN E218/PARAFFIN/PROPYLPARABEN E216/WHITE SOFT PARA,Green tea,Pruritus
CETOMACROGOL 1000 W/CETOSTEARYL ALCOHOL/CHLOR,Green tea,Rash
"CETOMACROGOL [CETOMACROGOL 1000,CETOSTEARYL ALCOHOL]",Green tea,
CETOMACROGOL/CETOSTEARYL ALCOHOL/CHLOROCRESOL/PARAFFIN/PETROLATUM,Green tea,
"CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE SOFT PARAFF",Green tea,Product used for unknown indication
"CETOMACROGOL;CETOSTEARYL ALCOHOL;PARAFFIN, LIQUID;WHITE SOFT PARAFFIN",Green tea,Product used for unknown indication
"CETOMACROGOL/CETOSTEARYL ALCOHOL/PARAFFIN, LIQUID/WHITE SOFT PARAFFIN",Green tea,Psoriasis
CETOSTEARYL ALCOHOL AND PHENOXYETHANOL AND SODIUM LAURYL SULFATE,Green tea,Dry skin
CETOSTEARYL ALCOHOL/LANOLIN/VASELINE,Green tea,
CETYL PALMITATE\PARAFFIN\PROPYLENE GLYCOL\SODIUM ALGINATE\STEARYL ALCOHOL\TROLAMINE,Green tea,
CHAMOMILE TEA,Green tea,
CHAMOMILE TEA OCCASIONALLY.,Green tea,
CHATEAL,Green tea,Contraception
CHATEAL,Green tea,Product used for unknown indication
CHATEAL,Green tea,Oral contraception
CHATEAL COC,Green tea,
CHATEAL EQ,Green tea,Product used for unknown indication
CHATEAL EQ,Green tea,Oral contraception
CHATEAL EQ,Green tea,Contraception
CHATEAL EQ,Green tea,Pregnancy
CHIA TEA,Green tea,
CHILDREN'S TYLENOL 80 MG PER 1/2 TEASPOON JOHNSON AND JOHNSON,Green tea,Pyrexia
CHILDREN'S TYLENOL 80 MG PER 1/2 TEASPOON MCNEIL,Green tea,Pyrexia
CHILDREN'S TYLENOL 80 MG PER 1/2 TEASPOON MCNEIL,Green tea,Rhinorrhoea
CHILDREN'S TYLENOL 80 MG PER 1/2 TEASPOON MCNEIL- PPC,Green tea,Procedural pain
CHILDREN'S TYLENOL 80 MG PER 1/2 TEASPOON MCNEIL- PPC,Green tea,Tooth abscess
CHRONE'S DISEASE HERB MEDICINE (A TEA),Green tea,
CINNAMON TEA,Green tea,
CINNAMON WITH HONEY AND TEA COMBINATION,Green tea,Blood cholesterol
CISTUS TEA,Green tea,Product used for unknown indication
CISTUS TEA - HERVAL TEA,Green tea,
CITRACAL PETITES(COLECALCIFEROL + CALCIUM CITRATE) FILM-COATEA TABLET,Green tea,
CLEANSING TEARS,Green tea,
"COLON CLEANSER NATURAL DETOX FORMULA(ALOE VERA, CITRUS SPP, PEEL, GENTIANA LUTEA ROOT, HYDRASTIS CANADENSIS ROOT, LACTOBACILLUS ACIDOPHILUS, PLANTAGO ASIATICA SEED HUSK, RHAMNUS FRANGULA BARK, RHAMNUS PURSHIANA BARK, TRITICUM AESTIVUM)",Green tea,
"COLON CLEANSER NATURAL DETOX FORMULAT (ALOE VERA, CITRUS SPP. PEEL, GENTIANA LUTEA ROOT, HYDRASTIS CANADENSIS ROOT, LACTOBACILLUS ACIDOPHILUS, PANTAGO ASIATICA SEED HUSK, RHAMNUS FRANGULA BARK, RHAMNUS PURSHIANA BARK, TRITICUM AESTIVUM)",Green tea,
COMPOUND BAICALIN  TEA SUPPOSITORY,Green tea,
COMPOUND HUANGQINLONG TEA PLUG,Green tea,Infection prophylaxis
COMPOUND HUANGQINLONG TEA PLUG,Green tea,Phytotherapy
COMPOUND HUANGQINLONG TEA PLUG (TRADITIONAL CHINESE MEDICINE),Green tea,Infection prophylaxis
COMPOUND HUANGQINLONG TEA PLUG (TRADITIONAL CHINESE MEDICINE),Green tea,Phytotherapy
COPPERTONE KIDS TEAR FREE LOTION SPF-50,Green tea,Product used for unknown indication
CORNETEARS,Green tea,Product used for unknown indication
CORN SILK TEA,Green tea,
"CREON (ALPHA AMYLASE, AMYLASE, LIPASE, PANCREATIN, PROTEASE)",Green tea,
"CREON [AMYLASE,LIPASE,PANCREATIN,PROTEASE]",Green tea,Bile output
"CREON [AMYLASE,LIPASE,PANCREATIN,PROTEASE]",Green tea,Diarrhoea
"CREON [AMYLASE,LIPASE,PANCREATIN,PROTEASE]",Green tea,Gastric disorder
"CREON [AMYLASE,LIPASE,PANCREATIN,PROTEASE]",Green tea,Haemorrhage
"CREON [AMYLASE,LIPASE,PANCREATIN,PROTEASE]",Green tea,Cystic fibrosis
"CREON [AMYLASE,LIPASE,PANCREATIN,PROTEASE]",Green tea,Pancreatic insufficiency
CREST PRO-HEALTH CPC ANTI GINGIVITIS / ANTI PLAQU 4 TEASPOONFULLS OF 0,Green tea,
CVS GENTLE TEARS,Green tea,Prophylaxis
CYSTAGON (CYSTEAMINE) EYE DROPS,Green tea,
CYSTEAMIN,Green tea,Cystinosis
CYSTEAMINE/00492501/ (MERCAPTURINE),Green tea,Cystinosis
CYSTEAMINE EYE,Green tea,
CYSTEAMINE EYE DROPS,Green tea,
CYSTEAMINE EYE DROPS SIGMA TAU,Green tea,Cystinosis
CYSTEAMINE EYE DROPS SIGMA TAU,Green tea,Nephropathy
CYSTEAMINE (MERCAPTAMINE)PER ORAL,Green tea,
CYSTEAMINE (MERCAPTAMNE) EYE DROP,Green tea,
CYSTEAMININE EYE DROPS SIGMA TAU,Green tea,
CYTEAL,Green tea,Eczema
CYTEAL,Green tea,Product used for unknown indication
CYTEAL,Green tea,Skin bacterial infection
CYTEAL,Green tea,Vulvovaginal mycotic infection
CYTEAL,Green tea,Fungal infection
CYTEAL,Green tea,Pustular psoriasis
CYTEAL,Green tea,Hidradenitis
CYTEAL,Green tea,Urticaria
CYTEAL,Green tea,Rash pruritic
"CYTEAL(CHLOROCRESOL, HEXAMIDINE ISETIONATE, CHLORHEXIDINE GLUCONATE)(S",Green tea,
"CYTEAL, FOAMING SOLUTION",Green tea,Intertrigo
"CYTEAL (HEXAMIDINE, CHLORHEXIDINE, CHLOROCRESOL) (CYTEAL /00934001/)",Green tea,Product used for unknown indication
DANDELION ROOT TEA,Green tea,Cystic fibrosis respiratory infection suppression
DANDELION TEA,Green tea,Renal disorder
DANDELION TEA,Green tea,Product used for unknown indication
DICLOTEARS(DICLOFENAC SODIUM),Green tea,
DIGESTIVE ENZYMES [AMYLASE;CELLULASE;LIPASE;MALTASE;PROTEASE;SUCRA,Green tea,
DIGESTIVE ENZYMES [AMYLASE;CELLULASE;LIPASE;MALTASE;PROTEASE;SUCRASE;T,Green tea,Product used for unknown indication
DIGESTIVE ENZYMES [AMYLASE;CELLULASE;LIPASE;MALTASE;PROTEASE;SUCRASE;T,Green tea,Enzyme supplementation
DILTEAZEM,Green tea,
DILTIAZEM ER (DILTEAZEM HYDROCHLORIDE),Green tea,
"DIPROBASE /01132701/ (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE SOFT PARAFFIN) 05/08/2014 TO 06/05/2014",Green tea,
"DIPROBASE /01132701/ (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WITHE SOFT PARAFFIN)",Green tea,
"DIPROBASE (CETOMAC/CETOSTEARYL ALCOHOL/PARRAFIN, LIQUID/WHITE SOFT PAR",Green tea,
"DIPROBASE (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE",Green tea,
"DIPROBASE (CETOMACROGOL/CETOSTEARYL ALCOHOL/PARAFFIN, LIQUID/WHITE SOF",Green tea,
"DIPROBASE [CETOMACROGOL;CETOSTEARYL ALCOHOL;PARAFFIN, LIQUID;WHITE SOF",Green tea,Product used for unknown indication
"DIPROBASE [CETOMACROGOL;CETOSTEARYL ALCOHOL;PARAFFIN, LIQUID;WHITE SOF",Green tea,Eczema
"DIPROBASE (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE SOFT PARAFFIN)",Green tea,
"DIPROBASE CREAM (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID,",Green tea,
"DIPROBASE CREAM (CETOSTEARYL ACLCOHOL, PARAFFIN, LIQUID, WHITE SOFT PA",Green tea,
"DIPROBASE CREAM (CETOSTEARYL ALCOHOL, PARAFIN, LIQUID, CETOMACROGOL, W",Green tea,
"DIPROBASE CREAM (DIPROBASE) (CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, CETOMACROGOL, WHITE SOFT PARAFFIN)",Green tea,
